"sample_id","run_name","datetime_collected","fork_length_mm","field_run_type_id"
BTC23_2_A_5,Spring,,,
BTC23_2_A_6,Spring,,,
BTC23_2_A_7,Spring,,,
BTC23_2_A_8,Spring,,,
BTC23_2_A_9,Spring,,,
BTC23_3_A_1,Spring,,,
BTC23_3_A_2,Spring,,,
BTC23_3_A_3,Spring,,,
BTC23_3_A_4,Spring,,,
BTC23_3_A_5,Spring,,,
BTC23_3_A_6,Spring,,,
BTC23_4_A_1,Spring,,,
BTC23_4_A_10,Spring,,,
BTC23_4_A_11,Spring,,,
BTC23_4_A_12,Spring,,,
BTC23_4_A_2,Spring,,,
BTC23_4_A_3,Spring,,,
BTC23_4_A_4,Spring,,,
BTC23_4_A_5,Spring,,,
BTC23_4_A_6,Spring,,,
BTC23_4_A_7,Spring,,,
BTC23_4_A_8,Spring,,,
BTC23_4_A_9,Spring,,,
BTC23_7_A_1,Spring,,,
BTC23_7_A_10,Spring,,,
BTC23_7_A_11,Spring,,,
BTC23_7_A_12,Spring,,,
BTC23_7_A_13,Spring,,,
BTC23_7_A_14,Spring,,,
BTC23_7_A_15,Spring,,,
BTC23_7_A_16,Spring,,,
BTC23_7_A_17,Spring,,,
BTC23_7_A_18,Spring,,,
BTC23_7_A_19,Spring,,,
BTC23_7_A_2,Spring,,,
BTC23_7_A_20,Spring,,,
BTC23_7_A_21,Spring,,,
BTC23_7_A_22,Spring,,,
BTC23_7_A_23,Spring,,,
BTC23_7_A_24,Spring,,,
BTC23_7_A_25,Spring,,,
BTC23_7_A_3,Spring,,,
BTC23_7_A_4,Spring,,,
BTC23_7_A_5,Spring,,,
BTC23_7_A_6,Spring,,,
BTC23_7_A_7,Spring,,,
BTC23_7_A_8,Spring,,,
BTC23_7_A_9,Spring,,,
BTC23_8_A_1,Spring,,,
BTC23_8_A_10,Fall,,,
BTC23_8_A_11,Spring,,,
BTC23_8_A_12,Spring,,,
BTC23_8_A_13,Spring,,,
BTC23_8_A_14,Spring,,,
BTC23_8_A_15,Spring,,,
BTC23_8_A_16,Spring,,,
BTC23_8_A_17,Spring,,,
BTC23_8_A_18,Spring,,,
BTC23_8_A_2,Spring,,,
BTC23_8_A_20,Spring,,,
BTC23_8_A_21,Spring,,,
BTC23_8_A_22,Spring,,,
BTC23_8_A_23,Spring,,,
BTC23_8_A_24,Spring,,,
BTC23_8_A_25,Spring,,,
BTC23_8_A_3,Spring,,,
BTC23_8_A_4,Spring,,,
BTC23_8_A_5,Spring,,,
BTC23_8_A_6,Spring,,,
BTC23_8_A_7,Spring,,,
BTC23_8_A_8,Spring,,,
BTC23_9_B_1,Spring,,,
BTC24_10_A_2,Fall,,,
BTC24_10_A_3,Fall,,,
BTC24_10_A_4,Fall/LateFall,,,
BTC24_10_A_5,Fall,,,
BTC24_11_A_1,Fall,,,
BTC24_11_C_1,Winter,,,
BTC24_11_C_2,Winter,,,
BTC24_11_C_3,Winter,,,
BTC24_12_A_1,Fall,,,
BTC24_13_C_1,Spring,,,
BTC24_13_C_10,Spring,,,
BTC24_13_C_2,Spring,,,
BTC24_13_C_3,Spring,,,
BTC24_13_C_4,Spring,,,
BTC24_13_C_5,Spring,,,
BTC24_13_C_6,Spring,,,
BTC24_13_C_7,Spring,,,
BTC24_13_C_8,Spring,,,
BTC24_13_C_9,Spring,,,
BTC24_14_B_1,Fall,,,
BTC24_14_B_2,Fall,,,
BTC24_14_B_3,Fall,,,
BTC24_14_C_1,Spring,,,
BTC24_14_C_2,Fall,,,
BTC24_14_C_3,Spring,,,
BTC24_14_C_4,Fall,,,
BTC24_14_C_5,Fall,,,
BTC24_14_C_6,Winter,,,
BTC24_2_B_1,Winter,,,
BTC24_2_D_1,Fall,,,
BTC24_5_A_1,Spring,,,
BTC24_5_A_2,Spring,,,
BTC24_6_A_1,Spring,,,
BTC24_6_A_10,Spring,,,
BTC24_6_A_11,Spring,,,
BTC24_6_A_12,Spring,,,
BTC24_6_A_13,Spring,,,
BTC24_6_A_2,Spring,,,
BTC24_6_A_3,Spring,,,
BTC24_6_A_4,Spring,,,
BTC24_6_A_5,Spring,,,
BTC24_6_A_6,Spring,,,
BTC24_6_A_7,Spring,,,
BTC24_6_A_8,Spring,,,
BTC24_6_A_9,Spring,,,
BTC24_9_A_1,Fall,,,
BTC24_9_A_2,Fall,,,
BTC25_3_A_1,Spring,2024-12-03 11:25:00.000,32,2
BTC25_3_A_2,Spring,2024-12-05 08:10:00.000,32,2
BTC25_3_A_3,Spring,2024-12-07 11:21:00.000,36,1
BTC25_3_A_4,Spring,2024-12-08 11:23:00.000,35,1
BTC25_3_A_5,Unknown,2024-12-09 11:29:00.000,33,2
BTC25_4_A_1,Spring,2024-12-18 12:06:00.000,35,2
BTC25_4_A_10,Spring,2024-12-18 12:42:00.000,35,2
BTC25_4_A_11,Spring,2024-12-18 12:47:00.000,34,2
BTC25_4_A_12,Spring,2024-12-18 12:50:00.000,34,2
BTC25_4_A_13,Spring,2024-12-18 12:55:00.000,34,2
BTC25_4_A_14,Spring,2024-12-18 12:57:00.000,34,2
BTC25_4_A_15,Spring,2024-12-18 13:00:00.000,34,2
BTC25_4_A_16,Spring,2024-12-18 13:03:00.000,34,2
BTC25_4_A_17,Spring,2024-12-18 13:06:00.000,33,2
BTC25_4_A_18,Spring,2024-12-18 13:10:00.000,33,2
BTC25_4_A_19,Spring,2024-12-18 13:11:00.000,34,2
BTC25_4_A_2,Spring,2024-12-18 12:12:00.000,34,2
BTC25_4_A_20,Spring,2024-12-18 13:13:00.000,34,2
BTC25_4_A_3,Spring,2024-12-18 12:17:00.000,34,2
BTC25_4_A_4,Spring,2024-12-18 12:22:00.000,36,2
BTC25_4_A_5,Spring,2024-12-18 12:24:00.000,33,2
BTC25_4_A_6,Spring,2024-12-18 12:28:00.000,34,2
BTC25_4_A_7,Spring,2024-12-18 12:32:00.000,34,2
BTC25_4_A_8,Spring,2024-12-18 12:36:00.000,34,2
BTC25_4_A_9,Spring,2024-12-18 12:40:00.000,34,2
BUT22_10_B_1,Spring,,,
BUT22_10_B_2,Spring,,,
BUT22_10_B_3,Spring,,,
BUT22_10_B_4,Spring,,,
BUT22_10_C_1,Fall,,,
BUT22_10_C_2,Fall,,,
BUT22_10_C_3,Fall,,,
BUT22_10_C_4,Fall,,,
BUT22_1_A_1,Unknown,,,
BUT22_1_A_2,Spring/Winter,,,
BUT22_1_A_3,Spring,,,
BUT22_1_A_4,Spring,,,
BUT22_2_A_1,Spring/Winter,,,
BUT22_2_A_2,Spring/Winter,,,
BUT22_2_A_3,Spring/Winter,,,
BUT22_2_A_4,Spring/Winter,,,
BUT22_3_A_1,Spring,,,
BUT22_3_A_2,Spring,,,
BUT22_3_A_3,Spring,,,
BUT22_4_A_1,Spring,,,
BUT22_4_A_2,Spring,,,
BUT22_4_A_3,Spring,,,
BUT22_4_A_4,Spring,,,
BUT22_5_A_2,Spring,,,
BUT22_5_A_3,Spring,,,
BUT22_6_A_1,Spring,,,
BUT22_6_A_2,Spring,,,
BUT22_6_A_3,Spring,,,
BUT22_6_A_4,Spring,,,
BUT22_6_B_1,Spring,,,
BUT22_6_B_2,Spring,,,
BUT22_6_B_3,Spring,,,
BUT22_6_B_4,Spring,,,
BUT22_6_C_1,Spring,,,
BUT22_7_A_1,Spring,,,
BUT22_7_A_2,Spring,,,
BUT22_7_A_3,Spring,,,
BUT22_7_A_4,Spring,,,
BUT22_7_B_1,Spring,,,
BUT22_7_B_2,Spring,,,
BUT22_7_B_3,Spring,,,
BUT22_7_B_4,Spring,,,
BUT22_7_C_1,Spring,,,
BUT22_7_C_2,Spring,,,
BUT22_7_C_3,Spring,,,
BUT22_7_C_4,Spring,,,
BUT22_8_A_1,Spring,,,
BUT22_8_A_2,Spring,,,
BUT22_8_A_3,Spring,,,
BUT22_8_A_4,Spring,,,
BUT22_8_B_1,Spring,,,
BUT22_8_B_2,Spring,,,
BUT22_8_B_3,Spring,,,
BUT22_8_B_4,Spring,,,
BUT22_8_C_1,Spring,,,
BUT22_8_C_3,Spring,,,
BUT22_8_C_4,Spring,,,
BUT22_9_A_1,Spring,,,
BUT22_9_A_2,Spring,,,
BUT22_9_A_3,Spring,,,
BUT22_9_A_4,Spring,,,
BUT22_9_B_1,Spring,,,
BUT22_9_B_2,Spring,,,
BUT22_9_B_3,Spring,,,
BUT22_9_B_4,Fall,,,
BUT22_9_B_5,Spring,,,
BUT22_9_B_6,Spring,,,
BUT22_9_C_1,Spring,,,
BUT22_9_C_10,Spring,,,
BUT22_9_C_11,Spring,,,
BUT22_9_C_2,Spring,,,
BUT22_9_C_3,Spring,,,
BUT22_9_C_4,Spring,,,
BUT22_9_C_5,Spring,,,
BUT22_9_C_6,Spring,,,
BUT22_9_C_7,Spring,,,
BUT22_9_C_8,Spring,,,
BUT22_9_C_9,Spring,,,
BUT22_9_D_1,Spring,,,
BUT22_9_D_2,Spring,,,
BUT22_9_D_3,Spring,,,
BUT23_10_A_1,Spring,,,
BUT23_10_A_2,Spring,,,
BUT23_10_A_3,Spring,,,
BUT23_10_A_4,Spring,,,
BUT23_10_A_5,Spring,,,
BUT23_10_A_6,Spring,,,
BUT23_10_A_7,Spring,,,
BUT23_11_A_1,Spring,,,
BUT23_11_A_2,Spring,,,
BUT23_11_A_3,Spring,,,
BUT23_11_A_4,Spring,,,
BUT23_11_A_5,Spring,,,
BUT23_11_A_6,Spring,,,
BUT23_11_A_7,Unknown,,,
BUT23_11_A_8,Spring,,,
BUT23_12_A_2,Spring,,,
BUT23_12_A_3,Spring,,,
BUT23_12_A_4,Spring,,,
BUT23_12_A_5,Spring,,,
BUT23_12_A_6,Spring,,,
BUT23_12_A_7,Spring,,,
BUT23_12_A_8,Spring,,,
BUT23_12_C_1,Spring,,,
BUT23_13_B_1,Spring,,,
BUT23_13_B_2,Spring,,,
BUT23_13_B_3,Spring,,,
BUT23_13_B_4,Spring,,,
BUT23_13_B_5,Spring,,,
BUT23_13_B_6,Spring,,,
BUT23_13_C_1,Spring,,,
BUT23_13_C_2,Spring,,,
BUT23_14_B_1,Spring,,,
BUT23_14_B_2,Spring,,,
BUT23_14_B_3,Spring,,,
BUT23_14_B_4,Spring,,,
BUT23_14_B_5,Spring,,,
BUT23_14_C_1,Spring,,,
BUT23_14_C_2,Spring,,,
BUT23_14_C_3,Spring,,,
BUT23_1_D_1,Spring,,,
BUT23_1_D_2,Spring,,,
BUT23_1_D_3,Spring,,,
BUT23_1_D_4,Spring,,,
BUT23_1_E_1,Spring,,,
BUT23_3_A_1,Spring,,,
BUT23_3_A_2,Spring,,,
BUT23_4_A_1,Spring,,,
BUT23_5_A_1,Spring,,,
BUT23_5_A_3,Spring,,,
BUT23_5_A_4,Spring,,,
BUT23_5_A_5,Spring,,,
BUT23_5_A_6,Spring,,,
BUT23_5_A_7,Spring,,,
BUT23_5_A_8,Spring,,,
BUT23_6_A_1,Spring,,,
BUT23_6_A_2,Spring,,,
BUT23_6_A_3,Spring,,,
BUT23_6_A_4,Spring,,,
BUT23_6_A_5,Spring,,,
BUT23_6_A_6,Spring,,,
BUT23_6_A_7,Spring,,,
BUT23_6_A_8,Spring,,,
BUT23_7_A_1,Spring,,,
BUT23_7_A_2,Spring,,,
BUT23_7_A_3,Spring,,,
BUT23_7_A_4,Spring,,,
BUT23_7_A_5,Spring,,,
BUT23_7_A_6,Spring,,,
BUT23_7_A_7,Spring,,,
BUT23_8_A_3,Spring,,,
BUT23_8_A_4,Spring,,,
BUT23_8_A_5,Spring,,,
BUT23_8_A_6,Spring,,,
BUT23_8_A_7,Spring,,,
BUT23_8_A_8,Spring,,,
BUT23_9_A_1,Spring,,,
BUT23_9_A_2,Spring,,,
BUT23_9_A_3,Spring,,,
BUT23_9_A_4,Spring,,,
BUT23_9_A_5,Spring,,,
BUT23_9_A_6,Spring,,,
BUT23_9_A_7,Spring,,,
BUT23_9_A_8,Spring,,,
BUT24_10_A_2,Spring,,,
BUT24_10_B_1,Spring,,,
BUT24_10_B_2,Spring,,,
BUT24_10_B_3,Spring,,,
BUT24_10_B_4,Spring,,,
BUT24_10_B_5,Spring,,,
BUT24_10_B_6,Spring,,,
BUT24_10_B_7,Spring,,,
BUT24_10_C_1,Spring,,,
BUT24_10_C_2,Spring,,,
BUT24_10_C_3,Spring,,,
BUT24_11_C_1,Spring,,,
BUT24_11_C_2,Spring,,,
BUT24_11_C_3,Spring,,,
BUT24_12_B_1,Spring,,,
BUT24_12_C_1,Spring,,,
BUT24_12_C_2,Spring,,,
BUT24_12_C_3,Spring,,,
BUT24_12_D_1,Spring,,,
BUT24_13_C_1,Spring,,,
BUT24_13_D_1,Spring,,,
BUT24_13_D_2,Spring,,,
BUT24_13_D_3,Spring,,,
BUT24_13_D_4,Spring,,,
BUT24_13_D_5,Spring,,,
BUT24_14_D_1,Spring,,,
BUT24_14_D_2,Spring,,,
BUT24_14_D_3,Spring,,,
BUT24_3_A_1,Spring,,,
BUT24_3_A_2,Spring,,,
BUT24_3_A_3,Spring,,,
BUT24_3_A_4,Spring,,,
BUT24_3_A_5,Spring,,,
BUT24_4_A_1,Spring,,,
BUT24_4_A_2,Spring,,,
BUT24_4_A_3,Spring,,,
BUT24_4_A_4,Spring,,,
BUT24_4_A_5,Spring,,,
BUT24_5_A_1,Spring,,,
BUT24_5_A_10,Spring,,,
BUT24_5_A_2,Spring,,,
BUT24_5_A_3,Spring,,,
BUT24_5_A_4,Spring,,,
BUT24_5_A_5,Spring,,,
BUT24_5_A_6,Spring,,,
BUT24_5_A_7,Spring,,,
BUT24_5_A_8,Spring,,,
BUT24_5_A_9,Spring,,,
BUT24_6_A_10,Spring,,,
BUT24_6_A_2,Spring,,,
BUT24_6_A_3,Spring,,,
BUT24_6_A_4,Spring,,,
BUT24_6_A_5,Spring,,,
BUT24_6_A_6,Spring,,,
BUT24_6_A_7,Spring,,,
BUT24_6_A_8,Spring,,,
BUT24_6_A_9,Spring,,,
BUT24_7_A_1,Spring,,,
BUT24_7_A_10,Spring,,,
BUT24_7_A_2,Spring,,,
BUT24_7_A_3,Spring,,,
BUT24_7_A_4,Spring,,,
BUT24_7_A_5,Spring,,,
BUT24_7_A_6,Spring,,,
BUT24_7_A_7,Spring,,,
BUT24_7_A_8,Spring,,,
BUT24_7_A_9,Spring,,,
BUT24_8_A_1,Spring,,,
BUT24_8_A_10,Spring,,,
BUT24_8_A_2,Spring,,,
BUT24_8_A_3,Spring,,,
BUT24_8_A_5,Spring,,,
BUT24_8_A_6,Spring,,,
BUT24_8_A_7,Spring,,,
BUT24_8_A_8,Spring,,,
BUT24_8_A_9,Spring,,,
BUT24_8_E_1,Spring,,,
BUT24_9_A_1,Spring,,,
BUT24_9_B_1,Spring,,,
BUT24_9_B_4,Spring,,,
BUT24_9_B_5,Spring,,,
BUT24_9_C_1,Spring,,,
BUT24_9_E_1,Fall,,,
BUT24_9_E_2,Spring,,,
BUT25_3_A_1,Spring,2024-12-05 10:50:00.000,34,1
BUT25_3_A_2,Spring,2024-12-10 10:55:00.000,36,1
BUT25_3_A_3,Spring,2024-12-14 09:30:00.000,36,1
BUT25_3_X_1,Spring,2024-12-14 09:30:00.000,34,1
BUT25_3_X_2,Spring,2024-12-14 09:30:00.000,32,1
BUT25_3_X_3,Spring,2024-12-14 09:30:00.000,34,1
BUT25_3_X_4,Spring,2024-12-14 09:30:00.000,36,1
BUT25_3_X_5,Spring,2024-12-14 09:30:00.000,37,1
BUT25_4_A_1,Spring,2024-12-16 09:27:00.000,34,1
BUT25_4_A_2,Spring,2024-12-16 09:30:00.000,32,1
BUT25_4_A_3,Spring,2024-12-17 09:08:00.000,32,1
BUT25_4_A_4,Spring,2024-12-17 09:10:00.000,33,1
BUT25_4_A_5,Spring,2024-12-17 09:13:00.000,35,1
BUT25_4_X_1,Unknown,2024-12-17 09:15:00.000,32,1
BUT25_4_X_2,Spring,2024-12-17 09:18:00.000,32,1
BUT25_4_X_3,Spring,2024-12-17 09:20:00.000,33,1
BUT25_4_X_4,Spring,2024-12-17 09:22:00.000,31,1
BUT25_4_X_5,Spring,2024-12-17 09:24:00.000,33,1
CLR22_10_A_1,Fall,,,
CLR22_10_A_2,Fall,,,
CLR22_10_A_3,Fall,,,
CLR22_10_B_2,Fall,,,
CLR22_10_B_3,Fall,,,
CLR22_10_B_4,Fall,,,
CLR22_10_B_5,Fall,,,
CLR22_10_B_6,Fall,,,
CLR22_10_B_7,Fall,,,
CLR22_10_B_8,Fall,,,
CLR22_10_C_1,Fall,,,
CLR22_10_C_2,Fall,,,
CLR22_10_C_3,Fall,,,
CLR22_1_A_1,Fall/LateFall,,,
CLR22_1_A_2,Unknown,,,
CLR22_2_A_1,Unknown,,,
CLR22_2_A_2,Unknown,,,
CLR22_3_A_1,Unknown,,,
CLR22_3_A_2,Unknown,,,
CLR22_3_A_3,Unknown,,,
CLR22_4_A_1,Spring/Winter,,,
CLR22_4_A_2,Unknown,,,
CLR22_4_A_3,Unknown,,,
CLR22_4_B_1,Spring,,,
CLR22_4_B_2,Spring,,,
CLR22_5_A_1,Spring/Winter,,,
CLR22_5_A_2,Unknown,,,
CLR22_5_A_3,Unknown,,,
CLR22_6_A_1,Unknown,,,
CLR22_6_A_2,Spring/Winter,,,
CLR22_6_A_3,Unknown,,,
CLR22_6_B_1,Unknown,,,
CLR22_7_A_1,Unknown,,,
CLR22_7_A_2,Unknown,,,
CLR22_7_A_3,Unknown,,,
CLR22_7_B_1,Unknown,,,
CLR22_7_B_2,Fall/LateFall,,,
CLR22_7_B_3,Unknown,,,
CLR22_7_C_1,Unknown,,,
CLR22_8_A_1,Unknown,,,
CLR22_8_A_2,Unknown,,,
CLR22_8_A_3,Unknown,,,
CLR22_8_B_3,Unknown,,,
CLR22_8_C_1,Spring/Winter,,,
CLR22_8_C_2,Unknown,,,
CLR22_8_C_3,Unknown,,,
CLR22_9_A_1,LateFall,,,
CLR22_9_A_2,Fall,,,
CLR22_9_A_3,Fall,,,
CLR22_9_A_4,LateFall,,,
CLR22_9_A_5,Fall,,,
CLR22_9_B_1,Fall,,,
CLR22_9_B_2,Fall,,,
CLR22_9_B_3,Fall,,,
CLR22_9_B_4,Fall,,,
CLR22_9_B_5,Fall,,,
CLR22_9_B_6,Fall,,,
CLR22_9_C_1,Spring,,,
CLR22_9_C_2,Fall,,,
CLR22_9_C_3,Fall,,,
CLR23_10_A_1,Fall,,,
CLR23_10_A_10,Fall,,,
CLR23_10_A_11,Fall,,,
CLR23_10_A_12,Fall,,,
CLR23_10_A_13,Fall,,,
CLR23_10_A_14,Fall,,,
CLR23_10_A_15,Fall,,,
CLR23_10_A_16,Fall,,,
CLR23_10_A_17,Fall,,,
CLR23_10_A_18,Fall,,,
CLR23_10_A_19,Fall/LateFall,,,
CLR23_10_A_2,Fall,,,
CLR23_10_A_20,Fall/LateFall,,,
CLR23_10_A_21,Fall/LateFall,,,
CLR23_10_A_22,Fall/LateFall,,,
CLR23_10_A_23,Fall,,,
CLR23_10_A_24,Fall,,,
CLR23_10_A_25,Fall,,,
CLR23_10_A_3,Fall,,,
CLR23_10_A_4,Fall,,,
CLR23_10_A_5,Fall,,,
CLR23_10_A_6,Fall,,,
CLR23_10_A_7,Fall,,,
CLR23_10_A_8,Fall,,,
CLR23_10_A_9,Fall,,,
CLR23_11_A_1,Fall,,,
CLR23_11_A_2,Fall,,,
CLR23_11_A_3,Fall,,,
CLR23_11_A_4,Fall,,,
CLR23_11_A_5,Fall,,,
CLR23_11_A_6,Fall,,,
CLR23_11_A_7,LateFall,,,
CLR23_11_B_1,Fall,,,
CLR23_11_B_2,Fall,,,
CLR23_11_B_3,Fall,,,
CLR23_11_B_4,Spring,,,
CLR23_11_B_5,Fall,,,
CLR23_11_C_1,Fall,,,
CLR23_12_A_10,Fall,,,
CLR23_12_A_11,Fall,,,
CLR23_12_A_12,Fall,,,
CLR23_12_A_13,Fall,,,
CLR23_12_A_14,Fall,,,
CLR23_12_A_15,Fall,,,
CLR23_12_A_16,Fall,,,
CLR23_12_A_17,Fall,,,
CLR23_12_A_18,Fall,,,
CLR23_12_A_19,Fall,,,
CLR23_12_A_2,Fall,,,
CLR23_12_A_20,Fall,,,
CLR23_12_A_21,Fall,,,
CLR23_12_A_22,Fall,,,
CLR23_12_A_23,Fall,,,
CLR23_12_A_24,Fall,,,
CLR23_12_A_25,Fall,,,
CLR23_12_A_3,Fall,,,
CLR23_12_A_4,Fall,,,
CLR23_12_A_5,LateFall,,,
CLR23_12_A_6,Fall,,,
CLR23_12_A_7,LateFall,,,
CLR23_12_A_8,Fall,,,
CLR23_12_A_9,Fall,,,
CLR23_12_B_1,LateFall,,,
CLR23_12_B_2,Fall,,,
CLR23_12_B_3,Fall,,,
CLR23_12_B_4,Fall,,,
CLR23_12_B_5,Fall,,,
CLR23_12_C_1,Fall,,,
CLR23_12_C_2,Fall,,,
CLR23_13_A_1,Fall,,,
CLR23_13_A_2,Fall,,,
CLR23_13_A_3,LateFall,,,
CLR23_13_A_4,Fall,,,
CLR23_13_A_5,LateFall,,,
CLR23_13_A_6,LateFall,,,
CLR23_13_A_7,Fall,,,
CLR23_13_B_1,Fall,,,
CLR23_13_B_2,Fall,,,
CLR23_13_B_3,Fall,,,
CLR23_13_B_4,Fall,,,
CLR23_13_B_5,Fall,,,
CLR23_14_A_1,Fall,,,
CLR23_14_A_2,Fall/LateFall,,,
CLR23_14_A_3,Fall,,,
CLR23_14_A_4,LateFall,,,
CLR23_14_A_5,LateFall,,,
CLR23_14_A_6,Fall,,,
CLR23_14_A_7,LateFall,,,
CLR23_14_A_8,Fall,,,
CLR23_14_B_1,Fall,,,
CLR23_14_B_2,Fall,,,
CLR23_14_B_3,Fall,,,
CLR23_14_B_4,Fall,,,
CLR23_14_B_5,Fall,,,
CLR23_14_C_1,Fall,,,
CLR23_14_C_2,Fall,,,
CLR23_14_C_3,Fall,,,
CLR23_2_A_1,Spring,,,
CLR23_2_A_10,Spring,,,
CLR23_2_A_11,Spring,,,
CLR23_2_A_12,Spring,,,
CLR23_2_A_3,Spring,,,
CLR23_2_A_6,Spring,,,
CLR23_2_A_7,Spring,,,
CLR23_2_A_8,Spring,,,
CLR23_2_A_9,Spring,,,
CLR23_3_A_10,Spring,,,
CLR23_3_A_11,Spring,,,
CLR23_3_A_12,Spring,,,
CLR23_3_A_13,Spring,,,
CLR23_3_A_14,Spring,,,
CLR23_3_A_15,Spring,,,
CLR23_3_A_16,Spring,,,
CLR23_3_A_17,Spring,,,
CLR23_3_A_18,Spring,,,
CLR23_3_A_19,Spring,,,
CLR23_3_A_2,Spring,,,
CLR23_3_A_20,Spring,,,
CLR23_3_A_21,Spring,,,
CLR23_3_A_22,Spring,,,
CLR23_3_A_23,Spring,,,
CLR23_3_A_24,Spring,,,
CLR23_3_A_25,Spring,,,
CLR23_3_A_3,Spring,,,
CLR23_3_A_4,Spring,,,
CLR23_3_A_5,Spring,,,
CLR23_3_A_6,Spring,,,
CLR23_3_A_7,Spring,,,
CLR23_3_A_8,Spring,,,
CLR23_3_A_9,Spring,,,
CLR23_4_A_1,Fall,,,
CLR23_4_A_10,Spring,,,
CLR23_4_A_11,Fall,,,
CLR23_4_A_12,Spring,,,
CLR23_4_A_13,Spring,,,
CLR23_4_A_14,Spring,,,
CLR23_4_A_15,Spring,,,
CLR23_4_A_16,Spring,,,
CLR23_4_A_17,Spring,,,
CLR23_4_A_18,Spring,,,
CLR23_4_A_19,Spring,,,
CLR23_4_A_2,Spring,,,
CLR23_4_A_20,Spring,,,
CLR23_4_A_21,Spring,,,
CLR23_4_A_22,Spring,,,
CLR23_4_A_23,Spring,,,
CLR23_4_A_24,Spring,,,
CLR23_4_A_25,Fall,,,
CLR23_4_A_3,Spring,,,
CLR23_4_A_4,Fall,,,
CLR23_4_A_5,Spring,,,
CLR23_4_A_6,Spring,,,
CLR23_4_A_7,Spring,,,
CLR23_4_A_8,Spring,,,
CLR23_4_A_9,Spring,,,
CLR23_4_B_1,Fall,,,
CLR23_7_A_1,Fall/LateFall,,,
CLR23_7_A_10,Fall,,,
CLR23_7_A_11,Fall,,,
CLR23_7_A_12,Fall,,,
CLR23_7_A_13,Fall,,,
CLR23_7_A_14,Fall,,,
CLR23_7_A_16,Fall,,,
CLR23_7_A_17,Fall,,,
CLR23_7_A_18,Fall,,,
CLR23_7_A_19,Fall,,,
CLR23_7_A_2,Fall,,,
CLR23_7_A_21,Fall,,,
CLR23_7_A_22,Fall,,,
CLR23_7_A_23,Fall,,,
CLR23_7_A_24,Fall,,,
CLR23_7_A_25,Fall,,,
CLR23_7_A_3,Fall,,,
CLR23_7_A_4,Fall,,,
CLR23_7_A_5,Fall,,,
CLR23_7_A_6,Fall,,,
CLR23_7_A_7,Fall,,,
CLR23_7_A_8,Fall,,,
CLR23_7_A_9,Fall,,,
CLR23_8_A_1,Fall,,,
CLR23_8_A_10,Fall,,,
CLR23_8_A_11,Fall,,,
CLR23_8_A_12,Fall,,,
CLR23_8_A_13,Spring,,,
